Stock,Position,User_count,Date,Last_updated
Wells Fargo,87,6933.0,19/11/2020,2020-11-19 17:40:00
JPMorgan Chase,88,6886.0,19/11/2020,2020-11-19 18:00:00
Intu Properties,89,6838.0,19/11/2020,2020-11-19 08:40:00
Berkshire Hathaway,90,6808.0,19/11/2020,2020-11-19 08:40:00
Aviva,91,6643.0,19/11/2020,2020-11-19 08:40:00
Mastercard,92,6626.0,19/11/2020,2020-11-19 17:40:00
Greatland Gold,93,6468.0,19/11/2020,2020-11-19 14:00:00
Deutsche Lufthansa,94,6340.0,19/11/2020,2020-11-19 17:40:00
Etsy,95,6308.0,19/11/2020,2020-11-19 08:40:00
TUI,96,6295.0,19/11/2020,2020-11-19 14:00:00
Qualcomm,97,6171.0,19/11/2020,2020-11-19 18:00:00
Twitter,98,6095.0,19/11/2020,2020-11-19 17:40:00
Procter & Gamble,99,6069.0,19/11/2020,2020-11-19 18:00:00
Tesla,1,98159.0,20/11/2020,2020-11-20 20:00:00
Apple,2,81622.0,20/11/2020,2020-11-20 20:00:00
Amazon,3,73993.0,20/11/2020,2020-11-20 20:00:00
NIO Inc,4,63304.0,20/11/2020,2020-11-20 20:00:00
BP PLC,5,46870.0,20/11/2020,2020-11-20 20:00:00
Microsoft,6,41712.0,20/11/2020,2020-11-20 20:00:00
Rolls-Royce Holdings,7,39879.0,20/11/2020,2020-11-20 20:00:00
Netflix,8,37791.0,20/11/2020,2020-11-20 20:00:00
National Grid,9,37347.0,20/11/2020,2020-11-20 10:00:00
Pfizer,10,34601.0,20/11/2020,2020-11-20 20:00:00
easyJet,11,34350.0,20/11/2020,2020-11-20 20:00:00
Aston Martin,12,33993.0,20/11/2020,2020-11-20 10:00:00
Vanguard S&P 500 ETF,13,33501.0,20/11/2020,2020-11-20 20:00:00
Lloyds Banking Group,14,32568.0,20/11/2020,2020-11-20 10:00:00
Alibaba,15,30588.0,20/11/2020,2020-11-20 20:00:00
Under Armour,16,30095.0,20/11/2020,2020-11-20 10:00:00
Nvidia,17,29104.0,20/11/2020,2020-11-20 20:00:00
Barclays,18,28704.0,20/11/2020,2020-11-20 10:00:00
Alphabet Inc. Class A,19,27872.0,20/11/2020,2020-11-20 20:00:00
Royal Dutch Shell,20,27597.0,20/11/2020,2020-11-20 20:00:00
Facebook,21,27188.0,20/11/2020,2020-11-20 20:00:00
Cineworld Group,22,25462.0,20/11/2020,2020-11-20 08:30:00
Coca-Cola,23,25254.0,20/11/2020,2020-11-20 20:00:00
IAG SA,24,25085.0,20/11/2020,2020-11-20 20:00:00
iShares Global Clean Energy,25,24747.0,20/11/2020,2020-11-20 20:00:00
Beyond Meat,26,23577.0,20/11/2020,2020-11-20 20:00:00
Boeing,27,23336.0,20/11/2020,2020-11-20 20:00:00
AstraZeneca,28,22425.0,20/11/2020,2020-11-20 20:00:00
Walt Disney,29,20925.0,20/11/2020,2020-11-20 20:00:00
Advanced Micro Devices,30,19814.0,20/11/2020,2020-11-20 20:00:00
Palantir,31,19461.0,20/11/2020,2020-11-20 20:00:00
GlaxoSmithKline,32,19084.0,20/11/2020,2020-11-20 20:00:00
AT&T,33,18067.0,20/11/2020,2020-11-20 20:00:00
Virgin Galactic,34,17778.0,20/11/2020,2020-11-20 20:00:00
Zoom,35,17361.0,20/11/2020,2020-11-20 08:30:00
Nikola Corporation,36,17160.0,20/11/2020,2020-11-20 20:00:00
Wirecard,37,16943.0,20/11/2020,2020-11-20 08:30:00
McDonald's,38,15854.0,20/11/2020,2020-11-20 20:00:00
Tesco,39,15578.0,20/11/2020,2020-11-20 20:00:00
Premier Oil,40,15463.0,20/11/2020,2020-11-20 10:00:00
XPeng,41,15216.0,20/11/2020,2020-11-20 20:00:00
Intel,42,14695.0,20/11/2020,2020-11-20 20:00:00
PayPal,43,14500.0,20/11/2020,2020-11-20 20:00:00
Square,44,14408.0,20/11/2020,2020-11-20 20:00:00
HSBC Holdings,45,14060.0,20/11/2020,2020-11-20 10:00:00
Uber Technologies,46,13882.0,20/11/2020,2020-11-20 20:00:00
Peloton Interactive,47,13746.0,20/11/2020,2020-11-20 08:30:00
Aurora Cannabis,48,13649.0,20/11/2020,2020-11-20 10:00:00
Moderna,49,13326.0,20/11/2020,2020-11-20 20:00:00
BioNTech,50,12537.0,20/11/2020,2020-11-20 20:00:00
General Electric,51,12489.0,20/11/2020,2020-11-20 20:00:00
Bitcoin ETP,52,12410.0,20/11/2020,2020-11-20 20:00:00
Vanguard FTSE 100 GBP,53,12206.0,20/11/2020,2020-11-20 10:00:00
Johnson & Johnson,54,12182.0,20/11/2020,2020-11-20 20:00:00
Visa,55,12094.0,20/11/2020,2020-11-20 20:00:00
BAE Systems,56,12070.0,20/11/2020,2020-11-20 10:00:00
Tilray,57,11736.0,20/11/2020,2020-11-20 20:00:00
American Airlines,58,11511.0,20/11/2020,2020-11-20 20:00:00
Nike,59,11352.0,20/11/2020,2020-11-20 20:00:00
boohoo,60,11100.0,20/11/2020,2020-11-20 08:30:00
Ocado Group,61,10807.0,20/11/2020,2020-11-20 08:30:00
Workhorse,62,10652.0,20/11/2020,2020-11-20 20:00:00
Shopify,63,10623.0,20/11/2020,2020-11-20 20:00:00
WisdomTree WTI Crude Oil,64,10449.0,20/11/2020,2020-11-20 08:30:00
Vodafone Group,65,10123.0,20/11/2020,2020-11-20 08:30:00
SmileDirectClub,66,9834.0,20/11/2020,2020-11-20 08:30:00
Exxon Mobil,67,9608.0,20/11/2020,2020-11-20 20:00:00
Carnival,68,9523.0,20/11/2020,2020-11-20 20:00:00
Unilever,69,9207.0,20/11/2020,2020-11-20 20:00:00
Sony,70,8694.0,20/11/2020,2020-11-20 20:00:00
Plug Power,71,8564.0,20/11/2020,2020-11-20 20:00:00
iShares Physical Gold,72,8399.0,20/11/2020,2020-11-20 08:30:00
J D Wetherspoon,73,8300.0,20/11/2020,2020-11-20 20:00:00
Realty Income,74,8286.0,20/11/2020,2020-11-20 20:00:00
Slack,75,8185.0,20/11/2020,2020-11-20 10:00:00
Vanguard FTSE All-World High Dividend Yield,76,7718.0,20/11/2020,2020-11-20 20:00:00
Walmart,77,7701.0,20/11/2020,2020-11-20 20:00:00
IBM Corporation,78,7669.0,20/11/2020,2020-11-20 20:00:00
BT Group,79,7651.0,20/11/2020,2020-11-20 20:00:00
Greggs,80,7594.0,20/11/2020,2020-11-20 08:30:00
Ford Motor,81,7563.0,20/11/2020,2020-11-20 20:00:00
Legal & General Group,82,7536.0,20/11/2020,2020-11-20 20:00:00
Delta Air Lines,83,7364.0,20/11/2020,2020-11-20 20:00:00
Hyliion Holdings,84,7306.0,20/11/2020,2020-11-20 10:00:00
Powerhouse Energy,85,7290.0,20/11/2020,2020-11-20 20:00:00
Snap Inc.,86,6999.0,20/11/2020,2020-11-20 20:00:00
Wells Fargo,87,6989.0,20/11/2020,2020-11-20 20:00:00
JPMorgan Chase,88,6958.0,20/11/2020,2020-11-20 20:00:00
Intu Properties,89,6838.0,20/11/2020,2020-11-20 20:00:00
Berkshire Hathaway,90,6824.0,20/11/2020,2020-11-20 20:00:00
Mastercard,91,6704.0,20/11/2020,2020-11-20 20:00:00
Aviva,92,6652.0,20/11/2020,2020-11-20 10:00:00
Greatland Gold,93,6468.0,20/11/2020,2020-11-20 08:30:00
Deutsche Lufthansa,94,6376.0,20/11/2020,2020-11-20 20:00:00
TUI,95,6341.0,20/11/2020,2020-11-20 20:00:00
Etsy,96,6265.0,20/11/2020,2020-11-20 08:30:00
Qualcomm,97,6248.0,20/11/2020,2020-11-20 20:00:00
Procter & Gamble,98,6135.0,20/11/2020,2020-11-20 20:00:00
Twitter,99,6089.0,20/11/2020,2020-11-20 10:00:00
Tesla,1,98911.0,23/11/2020,2020-11-23 18:00:00
Apple,2,82272.0,23/11/2020,2020-11-23 18:00:00
Amazon,3,74905.0,23/11/2020,2020-11-23 18:00:00
NIO Inc,4,64936.0,23/11/2020,2020-11-23 18:00:00
BP PLC,5,47364.0,23/11/2020,2020-11-23 18:00:00
Microsoft,6,42042.0,23/11/2020,2020-11-23 18:00:00
Rolls-Royce Holdings,7,40130.0,23/11/2020,2020-11-23 08:20:00
Netflix,8,38167.0,23/11/2020,2020-11-23 18:00:00
National Grid,9,37281.0,23/11/2020,2020-11-23 08:20:00
Pfizer,10,35147.0,23/11/2020,2020-11-23 18:00:00
easyJet,11,34913.0,23/11/2020,2020-11-23 14:20:00
Aston Martin,12,34238.0,23/11/2020,2020-11-23 08:20:00
Vanguard S&P 500 ETF,13,33939.0,23/11/2020,2020-11-23 14:10:00
Lloyds Banking Group,14,32822.0,23/11/2020,2020-11-23 18:00:00
Alibaba,15,30996.0,23/11/2020,2020-11-23 18:00:00
Under Armour,16,30041.0,23/11/2020,2020-11-23 11:40:00
Nvidia,17,29471.0,23/11/2020,2020-11-23 18:00:00
Barclays,18,28785.0,23/11/2020,2020-11-23 14:20:00
Alphabet Inc. Class A,19,28047.0,23/11/2020,2020-11-23 18:00:00
Royal Dutch Shell,20,27838.0,23/11/2020,2020-11-23 14:20:00
Facebook,21,27591.0,23/11/2020,2020-11-23 18:00:00
IAG SA,22,25589.0,23/11/2020,2020-11-23 18:00:00
Coca-Cola,23,25542.0,23/11/2020,2020-11-23 18:00:00
Cineworld Group,24,25400.0,23/11/2020,2020-11-23 18:00:00
iShares Global Clean Energy,25,25207.0,23/11/2020,2020-11-23 18:00:00
